Data do comentário,Nome do hóspede,Número da reserva,Título do comentário,Comentário positivo,Comentário negativo,Pontuação de comentários,Funcionários,Limpeza,Localização,Comodidades,Conforto,Relação preço-qualidade,Resposta do alojamento
08-10-2025,641133d95c93f872f04d2802d552db5907a20d37bc17f0746871193713e6b1de,49aac164acb8c6070fcd16aa1285592c52e56219aa9c33d4f99ed0184fc9ac76,,Localização ,,9,10.0,7.5,10.0,7.5,10.0,7.5,"Estimado Renato,
Muito obrigado pela sua avaliação e por destacar a nossa localização! Ficamos felizes em saber que ela contribuiu positivamente para a sua estadia. Esperamos recebê-lo novamente em breve!
Saudações,
Alecrim Team"
09-10-2025,,,Lovely Lisbon,"Beautifully appointed rooms, exceptionally clean, very friendly staff. Lovely breakfast included. Walking distance to lots of restaurants, cafes & attractions.",,10,10.0,10.0,10.0,10.0,10.0,10.0,"Estimado hóspede,
Muito obrigado pela sua avaliação tão gentil! Ficamos muito felizes em saber que gostou da decoração dos quartos, da limpeza, da simpatia da nossa equipe e do café da manhã. É ótimo saber também que nossa localização contribuiu para aproveitar o melhor de Lisboa.
Esperamos ter o prazer de recebê-lo novamente em breve!
Com os melhores cumprimentos.
Alecrim Team"
09-10-2025,ffb572c3cdd46c7d2a4dd79eda5d9836ad414d95fd54830c5088f6b43a50ad42,14018ccd650c57d76a099d9a7e48c145574b6dc6408d58d34a8dc1521c1bb35f,,,,9,10.0,7.5,10.0,7.5,10.0,7.5,
11-10-2025,9908ace8072ec4f5502729217e8bc503deedbdf73c60096a22f1ade54e86ae4d,0c629589b0e9e925ff891a8ae04ea93c6c414a8cab873fbf38aa1dde02778152,,"Localização otima, equipe atenciosa, tudo maravilhoso!",,10,10.0,10.0,10.0,10.0,10.0,7.5,"Estimada Sónia,
Muito obrigado pela sua mensagem tão positiva! Ficamos extremamente felizes em saber que tudo foi maravilhoso e, acima de tudo, em tê-la de volta hoje conosco no hotel.
É sempre um prazer receber hóspedes como você. Conte conosco para o que precisar durante a sua estadia! Desejamos que aproveite cada momento.
Saudações cordiais,
Alecrim Team"
12-10-2025,aea5a5ee6792fab36f3c60e62ef64e40061a8dac7d868b359aff7a4786a32e51,e926b467ba5bc3c943bc133e11b35c737505b3096afeb69db9b24ecd6fb36d08,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
12-10-2025,e7f24ae8178037e3e8cb84d37036c82b9e1dc58f2a70783b8fbfb9ce2b92dac7,52a735cbbbf571c7bbcddead5da4537b959e763d86153c13e1a79bdb6494aef6,"The best place, best location, best people in the world, I will tell everyone to go there",Amazing ,,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Barak,
Thank you so much for your amazing review! We’re truly touched by your kind words and thrilled to know you enjoyed your stay, our location, and our team.
Your recommendation means the world to us .Thank you for sharing your experience, and we can’t wait to welcome you back again soon!
Warm Regards,
Alecrim Team"
12-10-2025,7297db81c2f7916e25b9593f8c8785e1aa1487fa9f3961c50b7cc5f1a541bc82,a448d43dcf3ebe1bb3c38acb7209eeee8ee237f90eba9727506fda1cbfc6df0e,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
13-10-2025,63a337eb51cf7ec00edc5309d4dae7de845ad5e9916751efabe56caad2b8e2d0,50f8797964a5db207f1c2bbdfaed3daae99ad4d7f5b71517859aaecf4c1d1fa3,Perfect location to walk around the historical centre. ,Lovely refurbished large room  in a beautiful old palace with  attention to detail. Breakfast in the original cavern downstairs a highlight.  ,Can be very noisy at night as your located on main road between two districts. ,9,10.0,10.0,7.5,10.0,10.0,10.0,"Dear Sonya.
Thank you so much for your thoughtful review! We're delighted to hear you enjoyed the charm of our historic building, the room, and especially the breakfast experience.
We appreciate your note about the nighttime noise. Being in such a central and vibrant area does come with a bit of city life, and we're sorry if that impacted your rest. 
Thank you again for staying with us, and we hope to welcome you back soon!
Warm Regards,
Alecrim Team"
13-10-2025,679946faad78f61c5202e9d489d4ed0702a6344c6dcb64ec8394c016369d1ac7,17462a4503e28ba2cb84e4adc27950e7f42425f8d4c22e5405e6ed71746e7cc5,Stay in this small boutique hotel instead of a big chain hotel.,"Excellent all the way! Staff, room, breakfast, location.",Nothing.,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Maurice,
Thank you so much for your wonderful 10/10 review!
We're thrilled to hear you enjoyed your stay. 
It means a lot to us that you chose to stay with us instead of a large chain hotel. Your support truly makes a difference.
We hope to welcome you back very soon!
Warm Regards,
Alecrim Team"
13-10-2025,3a4d5b86cfa208b50f1175f39165355a3b05a4ce8ef30fa6ee9ea326905efe9b,015d0faecb45332c79f1769f1d7f711dabf8c4421ae860eff69afc015051c2d2,,,,9,10.0,10.0,10.0,10.0,7.5,7.5,
16-10-2025,d7cda0ca2c8586e512c425368fcb2bba62e81475bfceb4284f4906de8ec242bc,054da41d925a21bd3002f7d858e189271ffc93c08085e9c4b2acf76f23f127f5,,"Absolutely wonderful staff.  So helpful and friendly.   Even carried our bags to our room.

Beautiful room, super clean and in a great location. 

Highly recommend. ",,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Mark,
Thank you so much for your kind words! We’re delighted to hear that you enjoyed your stay and appreciated our staff’s hospitality. It’s wonderful to know that you found the room beautiful, clean, and conveniently located. Your recommendation means a lot to us, and we hope to welcome you back again soon!
Warm Regards
Alecrim Team"
17-10-2025,b2dd7d8a70567a0e23308a6a77b38d603eaf2baca5da320082184a9951063a95,8032912bc488f5ae69430ad6fca5d89a02db1a409ba00c628c3a44985e7e6e9e,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
18-10-2025,9908ace8072ec4f5502729217e8bc503deedbdf73c60096a22f1ade54e86ae4d,8335a0c6644c6fc42f7172be1194636de6457e7cea618ff6ab50350746d80ddc,,"O hotel é super bonito, muito bem localizado e a equipe é muito simpática e agradável!",,10,10.0,10.0,10.0,10.0,10.0,7.5,"Estimada Sónia,
Muito obrigado pelo seu gentil comentário! Ficamos muito felizes em saber que gostou do nosso hotel, da localização e da nossa equipa. Será um prazer recebê-la novamente em breve!
Com os melhores cumprimentos,
Alecrim Team"
19-10-2025,43250b60d77e2592fd2a3ba823e3d55cfb5d525028c078ee33aa1c36c7fb735e,73a6f87f026e028515c63b329f458eafcfe7aca522a2cc2b2fcef33cbd4ec4d8,Muito boA,,"Ruído da Rua 
Não ter guarda roupa",9,10.0,10.0,7.5,7.5,7.5,5.0,
19-10-2025,8360721f93d2e7e21a8f4201f3515ec089bb2a95148d8a1aca453442c98484ca,b414c5942a6e1fe582df50d559291c71120bccfb85ba5a98aaeb8b290c417242,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
20-10-2025,0e1e847b6d1dfa0382c082a9850febd05bebad869f61e8c39e12992f9b87c0ff,a26ad80966af0639d2cfc77979b6cf7d3c86062e33f59a9c4b9178d05c216c19,,,,9,10.0,10.0,10.0,10.0,10.0,7.5,
20-10-2025,7cee7d803540447f91b6b0557700955faebf42f5db1cca2f2c353ac7f6ee14a4,66c3b5f91334d766c17abf8db5a19f98ddfb1893bcd4d1636ab21c4ab21d01aa,Well located property with lovely proprietors.,"Proprietors are very nice and helpful.  Location great.  room clean and large. Breakfast very good. several places to stay in hotel outside of your room.  Coffee in room. a/c worked great.  There was a table with comfortable chairs in room and safe.  It met all of our requirements, except a small fridge.  It was very nice.","The bed was too hard for us.  The toilet in the room was a bit dangerous to get to.  There were 4 steep steps about 11 inches or so tall, much  more than the standard size steps in the US.  It was very easy to stumble especially getting up in the night.  I would suggest you ask for a room without steep  steps to get to the bathroom.  Then all should be good!",8,10.0,10.0,10.0,10.0,7.5,10.0,"Dear Dale and Jeanne,
Thank you very much for sharing your detailed feedback! We’re delighted to hear that you enjoyed our location, breakfast, and the comfort of your room, as well as our hospitality. We truly appreciate your comments regarding the bed and the bathroom steps. Your observations are very valuable and will help us improve the experience for future guests. We hope to have the pleasure of welcoming you back again soon, and we’ll be happy to assist in finding a room that better suits your preferences.
Warm Regards,
Alecrim Team"
21-10-2025,fdc888d547f361a89aad1b88a9bd1829ec760d2ed106a17fd9140905244f77e1,128c9d8dbc86cb3b2802cd0b1a4b5154364cd309738285120e0e295fa984b91e,Most enjoyable,I loved the character & charm of the hotel. The staff was very helpful & knowledgeable of the local area. Breakfast was yummy.,,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Leslie,
Thank you so much for your wonderful review and for giving us the highest rating! We’re thrilled to know you enjoyed the charm of our hotel, our team, and breakfast. Your kind words mean a lot to us, and we hope to have the pleasure of welcoming you back soon!
Warm Regards,
Alecrim Team"
22-10-2025,bcb2737ae6dc8cd547855680e4218682788ed9f3c53fea04d0e25a37be30eb34,b5c4e5370172d7e210d41758300826b13b98f81a182e14ceadcf8cf32c21782d,,"Bra beliggenhet, store rom. Rent og fint.
Minuset er at vi hadde rom nede, mørkt, samt frokost ble inntatt nede i kjelleren. Ingen vindu, mørkt. Savnet en uteplass. ",,7,7.5,7.5,7.5,5.0,7.5,7.5,"Dear Bente,
Thank you for sharing your feedback with us. We’re glad to know you appreciated our location and the  rooms. We’re sorry to hear that the lower-level room and breakfast area did not fully meet your expectations. Your comments are very helpful, and we’ll certainly take them into consideration to improve our guests’ experience. We hope to have the opportunity to welcome you again in the future to provide a better stay.
Warm Regards,
Alecrim Team"
22-10-2025,5991ce426259a177aa1e0a9a0317e4bb0a21c09cf28e4743c5c1e2c91a306d3e,e4cc8aaed764f5c13faffe4f72fb8a9423b0600d0fdd83ab08995dbb11ca1f07,Great overall - just a couple small issues. Will stay with Alecrim ao Chiado again down the road.,"We stayed in this hotel previously and loved it. The staff and location cannot be beat, and the property itself is lovely.","The showerhead in our room didn't work, only the hand-sprayer worked. We coordinated delivery of a breakfast box to the room for our 4:30AM check-out, but the box never arrived so we left hungry :(.",7,10.0,10.0,10.0,7.5,5.0,7.5,"Dear Donald,
Thank you so much for your kind words and for choosing to stay with us again! We’re delighted to hear that you enjoyed our staff, location, and the charm of our property. We sincerely apologize for the issues with the shower and the missed breakfast box. This is certainly not the experience we aim to provide. Your feedback is very helpful, and we’ll make sure to address these points with our team to prevent them from happening in the future. We truly appreciate your understanding and hope to welcome you back for an even smoother and more enjoyable stay next time.
Warm Regards,
Alecrim Team"
22-10-2025,5991ce426259a177aa1e0a9a0317e4bb0a21c09cf28e4743c5c1e2c91a306d3e,43c46979585cf21327e246d5cea2e0e23d4d5d75e5070951d783300e352bca2d,Hard to imagine a better place to stay in Lisbon!,"We loved everything but the mattress at Alecrim ao Chiado! Great location, staff, property, breakfast, and room.","The mattress was uncomfortably firm, and we generally prefer firmer mattresses. Very difficult to get used to.",9,10.0,10.0,10.0,10.0,7.5,10.0,"Dear Donald,
Thank you so much for your wonderful review! We’re delighted to hear that you loved our location, staff, property, breakfast, and room. We truly appreciate your feedback regarding the mattress.We’re sorry it wasn’t as comfortable as you had hoped. Your comments help us improve the experience for our guests, and we’ll certainly take this into consideration. We hope to have the pleasure of welcoming you back soon for another great stay in Lisbon!
Warm Regards,
Alecrim Team"
22-10-2025,5dfcf9ef1fb1ecbce32fefe37ae99aff68832a7e2ac74f52daa5a1bcd8038118,ef0088bc98ac7a35ef3341ab5e84563004a77737e35fca321e79b409fdf4f1da,,,,9,10.0,7.5,10.0,10.0,10.0,10.0,
23-10-2025,9dc415325a95c6e2558bf141a8772a175de49b08f0a027c8720ad942d6ec63f7,9afb4ca54329b8656b49980584c2312626b43ea3301ca617b6715e5b59f75e6c,Perfect location in Lisbon!,"Lisbon is a big town and the best way to enjoy it is to be in a location that allows you to walk to restaurants, shops and attractions and this hotel was perfect for all of that!  It is small, but very clean, comfortable and quiet!!",Nothing!,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Mike,
Thank you so much for your amazing 10/10 review! We’re thrilled to hear that you enjoyed our location and found the hotel clean, comfortable, and quiet. Your kind words mean a lot to us! It was a pleasure having you with us, and we hope to welcome you back soon for another wonderful stay in Lisbon!
Warm Regards,
Alecrim Team"
23-10-2025,401f1721a42a814961323c460dd7d2036231ddf590b5d898c9cd086a46526bdb,a044d2bab010f198a63c2865668bd86f202b7661ce0be69ce27028545f8e2d06,,"Victor the receptionist helped us get our WIFI going, get our boarding passes and opened our door when the knob got stuck. Also, the other receptionist held our bags when we got there early, and had the moved to our room when we had not gotten back there. They also gave us good recommendations for vegetarian restaurants in the neighborhood.  This was great service, the best on our trip.",Our room was on the street front and was somewhat noisy.,10,10.0,10.0,10.0,10.0,10.0,7.5,"Dear Fred,
Thank you so much for your wonderful feedback! We’re delighted to hear that Victor and our team provided such helpful and attentive service .We’ll be sure to share your kind words with them. It’s great to know that you appreciated the restaurant recommendations and the care our staff took with your luggage. We’re sorry to hear that the street noise affected your comfort, and we’ll certainly take note of your comment. We truly appreciate your kind words and hope to welcome you back for another great stay!
Warm Regards,
Alecrim Team"
24-10-2025,904294d8c54b1c63e40832fa1d95bcde534b310df6d42882ce4baf28f3e0184a,2174b4dad0b624d21c075b29e84147a213888aceb80e200963ac44c7a344fa17,"A lovely building in a great location, but missing some of the atmosphere that make a great hotel","The location was fantastic, close to everything we wanted to see and do. The building itself was beautiful, and our room was spacious and comfortable. Breakfast was good, with a nice selection to start the day.","What I didn’t like was the lack of communal spaces on the ground floor or any bar or food options. While there are some amenities, they’re located in the basement, which made the hotel feel a little less welcoming to spend time in outside the room.",8,5.0,7.5,10.0,5.0,7.5,5.0,"Dear Karen,
Thank you very much for taking the time to share your feedback with us. We’re delighted to hear that you enjoyed our location, the comfort of your room, and the breakfast selection. It’s wonderful to know these aspects contributed positively to your stay.
We truly appreciate your comments regarding the communal spaces and atmosphere. Your observations are valuable, and we will certainly take them into consideration as we continue working to enhance the guest experience and make our shared areas more welcoming and comfortable.
We hope to have the pleasure of welcoming you back in the future and providing a more enjoyable stay.
Warm regards,
Alecrim Team"
24-10-2025,7982bfbe99bccb6f4d453ad7d522ac5c4500f7584737987bf931b489a2974167,60ff4f274cff836c6fa3e48523547afaf3f350eda16dcd6cbbcf1217b430e9f0,,,,8,10.0,10.0,10.0,10.0,10.0,10.0,
24-10-2025,9849782489cbe9aec7827ad2704bb1a5624e495707bb4ef6df5a280567ed9c6b,309f2b7d7d65821b231b284033ff2f8817e5e2f9f2083fa414c8283b14719ff0,Excellent location and friendly staff. Thank you!,The nicest staff I have ever met at a hospitality service. Thank you so much for your service. I’ll be recommending this hotel to everyone.,,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Tutku,
What a wonderful review! Thank you so much for your kind words and for awarding us the highest rating! We’re truly delighted to hear that our team made such a positive impression and that you enjoyed your stay with us.
Your recommendation means a lot to us, and it’s the greatest compliment we could receive. We’ll be sure to share your lovely feedback with our staff. It will certainly make their day!
We look forward to welcoming you back soon for another exceptional stay.
Warm regards,
Alecrim Team"
25-10-2025,a50508ac5f8cd046306bf56cadc64c69f420a94d1b2cf0d5088732284fcee4f2,fe0fa34b439864a9043d37905f2f82743a609247005394de4bcb65fdd91fe29a,,"Very friendly and helpful staff, central location, clean, and charming and renovated building. Comfortable bed, functional bathroom.","The suite with a city view we had booked was a room with bed and table, and a window to the backstreet. Breakfast in the basement felt a bit uninspired on the third day.",7,10.0,7.5,7.5,7.5,10.0,7.5,"Dear Volker,
Thank you very much for sharing your feedback with us. We’re delighted to know you appreciated our staff, the location, and the comfort and cleanliness of our building. It’s great to hear that these aspects made your stay enjoyable.
We’re sorry to learn that your room did not fully meet your expectations and that breakfast felt less inspiring after a few days. Your comments are very valuable to us, and we’ll make sure to review them with our team to improve both the room allocation process and the breakfast experience.
We truly appreciate your honest feedback and hope to have the pleasure of welcoming you again.
Warm regards,
Alecrim Team"
25-10-2025,841d74b8eb69e93e0c72b08d9eb7abe50133bd135c5a9a633772a9942f9d97d3,116c6b6bfdc6f6a4185c25dbf17db08316f9e7b9928ee0be7b008bf6d635d76b,,,,9,10.0,10.0,7.5,10.0,10.0,7.5,
26-10-2025,3d0e65dfe82d2ab6ae3def37a3342a682f61a9be00bbbe052e4b0ae837ed8464,dc852f2f854094209c6489de8066e31366203fe575d001708181db24d5fef764,Gorgeous stay in Lisbon.,Loved the interior and the staff. Breakfast was fantastic as well.  They helped us set up a private tour to sintra.,The bed was extremely hard. And the floor was warping a great deal to the point that they had to put down a rug. It was a bit loud at night.,9,10.0,10.0,10.0,10.0,7.5,7.5,"Dear Mercedes,
Thank you so much for taking the time to share your experience with us. We’re delighted to hear that you enjoyed your stay in Lisbon, appreciated our interiors, and found our team helpful and attentive. 
We’re sorry, however, to learn that your sleep comfort and room conditions did not fully meet your expectations. Please accept our sincere apologies for the inconvenience caused by the firmness of the bed, the floor issue, and the noise at night. Your comments have been shared with our maintenance and management teams to ensure these matters are addressed promptly.
We truly appreciate your valuable feedback and hope to have the pleasure of welcoming you back soon for a more comfortable and seamless stay.
Warm regards,
Alecrim Team"
26-10-2025,488294d7b7c392a16e3f324664f73a531be472ad5b16fb4ad74efa4954f478c0,d72b5b2cee5473cd53c06e7de6cc5ca34f24a830cb0c252e5f276484c9f28f34,,"En general todo como una boutique muy coqueto y elegante y la gente de recepción como desayuno encantadores repetiré 
",Nada,10,10.0,10.0,10.0,10.0,10.0,10.0,"Estimada Maria Belen,
¡Muchísimas gracias por su valoración tan positiva y por compartir su experiencia con nosotros! 
Sus palabras son un verdadero reconocimiento para todo nuestro personal, que trabaja cada día para ofrecer la mejor experiencia posible. Será un placer darle la bienvenida de nuevo en su próxima visita. ¡nos encantará recibirle otra vez!
Con nuestros mejores deseos,
Alecrim Team"
28-10-2025,e739403a5dd070cd799e0e4333d9743873a2e753706f6b5d253147bfee7c085d,5173a18640cea7dde454a4c82733a9728d92c3d0936b4d5018cdfaba72d595fb,Für einen Kurztrip ok,"Sehr stilvoll eingerichtet. Mitten drin. Tolles Bett, alles sauber. Unglaublich freundliches Personen. Richtig gutes Frühstück.",Wahnsinnig laut in der Nacht. Kein Kühlschrank im Zimmer.,8,10.0,10.0,7.5,7.5,10.0,7.5,"Dear Silke,
Thank you very much for taking the time to share your feedback. We’re delighted to know that you appreciated your stay.
We’re sorry, however, that the noise at night and the absence of a fridge in the room affected your comfort. Your comments are very valuable to us, and we’ll take them into consideration as we continue to improve our guests’ experience.
We truly appreciate your kind words and hope to have the pleasure of welcoming you back soon for a  more enjoyable stay.
Warm Regards,
Alecrim Team"
28-10-2025,bde4b67a68b2d04e2a314c948ea41aa4fcebc2af12afa920b2bd23ed50798b06,e550095383404ff5dbfc6e93d56f03f9b1ba0a0ab96f106c885be6ff4be3c45b,,Прекрасный отель и очень отзывчивый персонал! Вкусный завтрак со свежими фруктами. У меня был абсолютно уникальный номер со своим выходом на другую улицу. Отель в историческом здании в самом центре! Все очень аутентично!,,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Georgii,

Thank you so much for your wonderful review and for giving us the highest rating! We’re delighted to hear that you enjoyed our breakfast, the unique charm of your room, and the authenticity of our historic building. It’s also great to know that our team made your stay even more enjoyable.

We truly appreciate your kind words and hope to have the pleasure of welcoming you back very soon!

Warm regards,
Alecrim Team"
30-10-2025,39d3a2e969b3dec11478d65ecb96ee6066ebd98920c816df9de7d131d9c67d0c,550840cb44c3fc4a9e56ef335bcae8b9b9b68b3da4c9c592f5ab1fc21e2a4331,A delightful gem as a base to explore Lisbon.,"This boutique hotel is perfectly situated to explore Lisbon.  The rooms are clean, spacious and comfortable.  The staff were very welcoming and helpful.  The breakfast is excellent with a good variety to select from including eggs of your choice.",Nothing,9,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Martin,
Thank you so much for your wonderful feedback! We’re delighted to hear that you enjoyed your stay with us and appreciated our location, the room, and breakfast selection. It’s also great to know that our team made you feel welcome and well taken care of.
Your kind words mean a lot to us, and we hope to have the pleasure of welcoming you back on your next visit to Lisbon!
Warm regards,
Alecrim Team"
30-10-2025,82d3042b941378bc994b8c2596fa69e4370bd2cb5400c4c043c996dc197fda7c,4693aa3d8dd9c6075744b61e6855f75f1846e22c8030a1c8cb3e07b049d21246,Buen alojamiento,"Personal muy amable, habitaciones amplia y con buena ubicación. 
Muy equipada con todo lo necesario.

La ducha es pequeña y no hay ascensor, para tenerlo en consideración.

El último día nuestro check out fue de madrugada y preguntamos si tenían un desayuno para estos casos, y sí había, pero puede mejorar. ",,10,10.0,7.5,10.0,10.0,10.0,10.0,"Estimada Veronica,
Muchas gracias por compartir su experiencia con nosotros. Nos alegra saber que disfrutó de la amabilidad de nuestro personal, de la amplitud de las habitaciones y de nuestra ubicación. Agradecemos también sus comentarios sobre la ducha, la ausencia de ascensor y el desayuno; sus observaciones son muy valiosas y nos ayudan a seguir mejorando.
Esperamos tener el placer de recibirle nuevamente en su próxima visita a la ciudad.
Saludos cordiales,
Alecrim Team"
01-11-2025,1360974bb4ede1cdbb00371e03951e3fb0cbccef65eaa03cd1e5a379fd4f40f5,98fc7a2c91d947ffa1fa00df551629e7526aedea5eb7ccabd2989f07ee31c7a0,Fantastic hotel,"Our room was clean and comfortable. Quality bedding, towels, and toiletries. 
All the staff were so hospitable. We got great tips for local restaurants.","A few international channels on the television would be good, such a BBC News channel. All channels were from Portuguese television.",10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Nicholas,
Thank you very much for your kind words and for sharing your experience with us. We’re delighted to know that you enjoyed the comfort of your room, our amenities, and the hospitality of our team.
Regarding the TV channels, we actually do have a selection of international channels available.We’re sorry you weren’t aware of this during your stay. Our reception team is always happy to assist with such requests at any time.
We truly appreciate your feedback and hope to welcome you back very soon!
Warm regards,
Alecrim Team"
01-11-2025,5dfcf9ef1fb1ecbce32fefe37ae99aff68832a7e2ac74f52daa5a1bcd8038118,15cf00c16aae9be626da8790504e51f69995b271818f4eeeef12b12c36134bc1,Lissabon und das Alecrim: wow!!!,"Sehr zuvorkommendes Personal (vor allem Gonzalo und Sofia!), freundlich, humorvoll und kompetent!! Man fühlt sich im Alecrim herzlich willkommen und es wird jederzeit nach dem Befinden gefragt, ohne lästig zu wirken. Zudem tolle Tipps bezüglich Sightseeing, Kultur, Essen, authentische Fado-Bars und vieles mehr. Plus: Wirksame Massagen von Igor und feines Frühstück!","Passt alles. Liegt sehr zentral. Ums Eck von der weltberühmten 28er Straßenbahn, von allen öffentlichen Verkehrsmitteln, von der Einkaufsstraße und von den tollen Bars und Restaurants! ",10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Thomas,
What a wonderful review! Thank you so much for your kind words! It was an absolute pleasure meeting you and having you with us. We truly enjoyed our conversations and the unexpected (but very enjoyable!) German lessons!
We’re delighted to know that you felt so warmly welcomed and appreciated our team, the location, and all the small details that made your stay special.
We hope to see you again soon. Our doors are always open for you at Alecrim!
With warm regards,
Alecrim Team"
02-11-2025,a2cab1deca58c8353168310f520c3bb7e45466e6722d771bed19126077b58703,09929bd0c15f8af5567c96d26c7596ef6299a3bbf87f2f20ec8e70f411d7dda5,,Buonissima colazione e posizione,Ci hanno messo in una camera a piano terra senza finestre apribili sull’esterno con moltissima umidità ,5,10.0,7.5,10.0,7.5,7.5,7.5,"Dear Francesco,
Thank you for sharing your feedback. We’re pleased to know that you enjoyed our breakfast and central location. We’re truly sorry to hear that the room on the ground floor did not fully meet your expectations.
Your comments regarding ventilation and humidity are very important to us, and we will review them carefully to improve the experience for future guests.
Hope to welcome you back in the near future.
Warm regards,
Alecrim Team"
03-11-2025,e1608f75c5d7813f3d4031cb30bfb786507d98137538ff8e128a6ff74e84e643,608ff6fb4173f3c72a1f3705f64fd94aa1b00264f4a0643a2198ca95c39f0d3e,It did what it said on the tin ! Nothing special . But staff were exceptionally nice & helpful .,,,8,7.5,7.5,7.5,7.5,7.5,7.5,"Dear Tom,
Thank you for sharing your feedback! 
We’re glad to hear that our team made a positive impression. Our staff always strives to provide warm and helpful service.
We appreciate your comments and hope to have the pleasure of welcoming you again in the future.
Kind regards,
Alecrim Team"
04-11-2025,849dc45741d52a071b0ed4ca14b7a182e82fcad6a60cf9b0025c903411263085,a9fa6cc4a61b21a4b2fab4bbad8494903a24cd5fbf802267953ceac6b7976d3b,,This was a very big room for the area.   Lots of hot water and luxurious towels  Staff so friendly and helpful.  Beautiful place.  Delicious breakfasts.,The young people live In  the area and tend to stay out  late at night so they were a bit noisy,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Erin,
Thank you so much for your wonderful 10/10 review!
 It’s great to hear our friendly team helped make your stay special.
We appreciate your kind words and understanding about the local nightlife.We’re glad it didn’t take away from your overall experience.
We hope to welcome you back again soon!
Warm regards,
Alecrim Team"
04-11-2025,08f271887ce94707da822d5263bae19d5519cb3614e0daedc4c7ce5dab7473f1,615ef21daf621c0a5e2a421cb22416783049e4a8535780e2008f094141c0c911,Highly recommend,"Beautiful old building, rooms spacious, modern and clean. We had a lovely outlook on to the street. Breakfast that was included in the stay was amazing. Staff were so helpful, including with recommendations. Location was ideal. There are many great restaurants nearby. Loved our stay! Highly recommend.",Nothing,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear M,
Thank you so much for your wonderful review and perfect score!
It was a real pleasure having you with us, and we truly hope to welcome you back again soon!
Kindest regards,
Alecrim Team"
06-11-2025,3256660376043feb16abfb09ed4dfe57db57c5fcd0aba6003727a850645c741d,b57f2e01c44ac9383ded4aa16b7a791f642de22f21d6ce353073b39067d71171,,"This was our second time staying at Alecrim do Chiado, a little gem in the Chiado section of Lisbon. The staff are incredibly wonderful and responsive, the rooms beautiful and comfortable and the breakfast delicious. We'll keep returning for every visit to Lisbon!",,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Judi,
Thank you so much for your wonderful review and for choosing to stay with us again!
We’re truly happy to know that you enjoyed your time at Alecrim do Chiado and that our team, rooms, and breakfast made your stay special once more.
It means a lot to us to have such loyal guests.We can’t wait to welcome you back on your next visit to Lisbon!
Kind regards,
Alecrim Team"
06-11-2025,33ed3c57cf4053b57161686804f97e6fc15efc2b864d6d8970529e2db42342de,19299915f57a267041845e8c9781a77a4e7ca229779ca60d11b6efa2b320bba7,Inmejorable ubicación en Chiado,Buena habitación en una ubicación excelente,"Para mi gusto, el colchón era algo duro. ",9,7.5,7.5,10.0,10.0,10.0,10.0,"Estimado Manuel,
Muchas gracias por su comentario y por destacar nuestra ubicación y habitaciones.
Lamentamos saber que el colchón no fue de su total agrado; agradecemos mucho su observación, ya que nos ayuda a seguir mejorando.
Esperamos tener el placer de recibirle nuevamente en Alecrim do Chiado en su próxima visita a Lisboa.
Atentamente,
Alecrim Team"
07-11-2025,dbadfc88144b0c153a2d1bdf154681c857a237eb79d58df24e918bca6e17db05,6d0d2f2e7be7de2b3a28dace22ee4fda8109257db0cfdfdeab98fb9127129161,,,,10,10.0,10.0,7.5,10.0,10.0,7.5,
08-11-2025,16fed142e9aa22932da6e59a81eeaa9076e093c88f11aeab0c58aeab96042a3c,47290c534d0a4653be2434379821fded57348594a2d010f80eec5f679ad638a1,,The staff were really friendly and helpful in advising us on what to do in the city .,,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Dennis,
Thank you so much for your kind words and perfect rating!
We’re delighted to hear that our team made you feel welcome and helped you enjoy your time in the city.
We hope to have the pleasure of welcoming you back soon!
Kind regards,
Alecrim Team"
08-11-2025,,,,Habitacion y desayuno,,9,10.0,10.0,10.0,10.0,10.0,7.5,"Estimado huésped,
¡Muchísimas gracias por su excelente valoración!
Nos alegra saber que disfrutó de la habitación y del desayuno.
Será un placer darle la bienvenida nuevamente en su próxima visita a Lisboa.
Atentamente,
Alecrim Team"
